,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,Action,Adventure,Fantasy,Sci-Fi,Thriller,Documentary,Romance,Animation,Comedy,Family,Musical,Mystery,Western,Drama,History,Sport,Crime,Horror,War,Biography,Music,Game-Show,Reality-TV,News,Short,Film-Noir
1905,Color,Kirk Jones,128.0,97.0,52.0,579.0,Kelly Macdonald,14000.0,47124400.0,Comedy|Family|Fantasy,Colin Firth,Nanny McPhee ,49676,17278,Imelda Staunton,0.0,father|governess|magic|nanny|widower,http://www.imdb.com/title/tt0396752/?ref_=fn_tt_tt_1,181.0,English,USA,PG,25000000.0,2005.0,2000.0,6.6,2.35,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1912,Color,Cathy Malkasian,38.0,85.0,0.0,503.0,Flea,1000.0,39880476.0,Adventure|Animation|Comedy|Family|Fantasy,Alfre Woodard,The Wild Thornberrys Movie ,12218,2908,Cree Summer,0.0,africa|chimpanzee|elephant|safari|shaman,http://www.imdb.com/title/tt0282120/?ref_=fn_tt_tt_1,33.0,English,USA,PG,25000000.0,2002.0,535.0,5.2,2.35,187,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1913,Color,John Eng,45.0,80.0,0.0,362.0,Cree Summer,971.0,39399750.0,Adventure|Animation|Comedy|Family|Fantasy|Musical,Elizabeth Daily,Rugrats Go Wild ,5674,3017,Nancy Cartwright,0.0,kid|oxygen|rugrats|trapped underwater|underwater,http://www.imdb.com/title/tt0337711/?ref_=fn_tt_tt_1,35.0,English,USA,PG,25000000.0,2003.0,503.0,5.6,2.35,329,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1915,Color,Ken Kwapis,88.0,119.0,42.0,917.0,America Ferrera,2000.0,39008741.0,Comedy|Drama|Family|Romance,Mike Vogel,The Sisterhood of the Traveling Pants ,44838,6862,Kyle Schmid,0.0,friendship|jeans|pants|summer|vacation,http://www.imdb.com/title/tt0403508/?ref_=fn_tt_tt_1,223.0,English,USA,PG,25000000.0,2005.0,953.0,6.6,2.35,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1919,Color,Craig Gillespie,151.0,124.0,44.0,367.0,Suraj Sharma,4000.0,36447959.0,Biography|Drama|Sport,Jon Hamm,Million Dollar Arm ,35833,6393,Gregory Alan Williams,0.0,baseball|based on true story|india|sports agent|training,http://www.imdb.com/title/tt1647668/?ref_=fn_tt_tt_1,96.0,English,USA,PG,25000000.0,2014.0,774.0,7.0,2.39,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1921,Color,Dennie Gordon,66.0,105.0,29.0,742.0,Oliver James,14000.0,35990505.0,Comedy|Drama|Family|Romance,Colin Firth,What a Girl Wants ,48095,16400,Kelly Preston,1.0,american|daughter|england|father|politician,http://www.imdb.com/title/tt0286788/?ref_=fn_tt_tt_1,194.0,English,USA,PG,20000000.0,2003.0,1000.0,5.8,2.35,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1927,Color,Steve Bendelack,151.0,90.0,68.0,100.0,Emma de Caunes,328.0,32553210.0,Comedy|Family,Lily Atkinson,Mr. Bean's Holiday ,88714,794,Steve Pemberton,0.0,camcorder|cannes|director|lost passport|train,http://www.imdb.com/title/tt0453451/?ref_=fn_tt_tt_1,235.0,English,UK,PG,25000000.0,2007.0,132.0,6.3,1.85,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1930,Color,Kirsten Sheridan,148.0,114.0,59.0,403.0,Aaron Staton,49000.0,31655091.0,Drama|Music,Robin Williams,August Rush ,87331,50927,Marian Seldes,0.0,baby|cellist|genius|prodigy|rhapsody,http://www.imdb.com/title/tt0426931/?ref_=fn_tt_tt_1,364.0,English,USA,PG,30000000.0,2007.0,702.0,7.5,2.35,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1934,Color,Bob Spiers,33.0,93.0,14.0,199.0,Richard Briers,1000.0,29247405.0,Comedy|Family|Music,Jason Flemyng,Spice World ,28377,2176,Victoria Beckham,1.0,bus|concert|live concert|pop group|spice girl,http://www.imdb.com/title/tt0120185/?ref_=fn_tt_tt_1,261.0,English,UK,PG,25000000.0,1997.0,401.0,3.3,1.85,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1938,Color,Simon Wincer,71.0,92.0,23.0,162.0,Paul Hogan,460.0,25590119.0,Adventure|Comedy|Crime,Jere Burns,Crocodile Dundee in Los Angeles ,19699,1315,Linda Kozlowski,0.0,boat|crocodile|garbage can|knife|paramount pictures,http://www.imdb.com/title/tt0231402/?ref_=fn_tt_tt_1,119.0,English,Australia,PG,21150000.0,2001.0,442.0,4.8,1.85,387,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1955,Color,Paul Feig,73.0,90.0,176.0,825.0,Rob Riggle,931.0,16647384.0,Adventure|Comedy|Family|Romance,Tyler James Williams,Unaccompanied Minors ,8398,4431,B.J. Novak,1.0,airport|black comedy|blizzard|christmas|pennsylvania,http://www.imdb.com/title/tt0488658/?ref_=fn_tt_tt_1,56.0,English,USA,PG,26000000.0,2006.0,839.0,5.1,2.35,498,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1958,Color,Bill Paxton,86.0,120.0,0.0,58.0,Matthew Knight,577.0,15331289.0,Drama|History|Sport,Stephen Dillane,The Greatest Game Ever Played ,22289,1217,Amanda Tilson,1.0,champion|golf tournament|golfer|nostalgia|orchestral music score,http://www.imdb.com/title/tt0388980/?ref_=fn_tt_tt_1,106.0,English,USA,PG,,2005.0,464.0,7.5,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1980,Color,Ron Maxwell,22.0,271.0,33.0,251.0,William Morgan Sheppard,854.0,10769960.0,Drama|History|War,Tom Berenger,Gettysburg ,21940,2107,James Patrick Stuart,0.0,american civil war|battle|blood splatter|civil war|irish american,http://www.imdb.com/title/tt0107007/?ref_=fn_tt_tt_1,256.0,English,USA,PG,25000000.0,1993.0,702.0,7.7,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1990,Color,John Guillermin,21.0,117.0,71.0,42.0,Donovan Scott,433.0,,Adventure|Fantasy,Tanya Roberts,Sheena ,3334,611,Ted Wass,1.0,chimpanzee|elephant|jungle|mercenary|shaman,http://www.imdb.com/title/tt0088103/?ref_=fn_tt_tt_1,52.0,English,UK,PG,25000000.0,1984.0,54.0,4.8,2.35,739,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,Color,Andrew Adamson,73.0,91.0,80.0,31.0,Erica Linz,473.0,12495865.0,Fantasy,Dallas Barnett,Cirque du Soleil: Worlds Away ,7100,539,Igor Zaripov,0.0,aerialist|circus|cirque du soleil|clown|surrealism,http://www.imdb.com/title/tt1792647/?ref_=fn_tt_tt_1,35.0,English,USA,PG,,2012.0,31.0,6.8,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,Color,Ben Stassen,56.0,88.0,4.0,602.0,Jenny McCarthy,783.0,,Adventure|Animation|Family,Ed Begley Jr.,A Turtle's Tale: Sammy's Adventures ,5385,3874,Stacy Keach,2.0,apostrophe in title|character name in title|punctuation in title|sea turtle,http://www.imdb.com/title/tt1230204/?ref_=fn_tt_tt_1,22.0,English,France,PG,,2010.0,749.0,6.1,2.35,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Color,Leonard Nimoy,106.0,119.0,12000.0,643.0,Nichelle Nichols,12000.0,109713132.0,Adventure|Comedy|Sci-Fi,Leonard Nimoy,Star Trek IV: The Voyage Home ,61621,15449,Walter Koenig,5.0,alien probe|humpback whales|probe|time travel|whale,http://www.imdb.com/title/tt0092007/?ref_=fn_tt_tt_1,219.0,English,USA,PG,25000000.0,1986.0,664.0,7.3,2.35,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Color,Sylvester Stallone,285.0,139.0,13000.0,461.0,Burt Young,13000.0,70269171.0,Drama|Sport,Sylvester Stallone,Rocky Balboa ,162130,15111,Mike Tyson,0.0,boxing|fight|heavyweight champion|restaurant|retired boxer,http://www.imdb.com/title/tt0479143/?ref_=fn_tt_tt_1,962.0,English,USA,PG,24000000.0,2006.0,683.0,7.2,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2025,Color,Herbert Ross,60.0,107.0,71.0,304.0,Chris Penn,967.0,80000000.0,Drama|Music|Romance,Dianne Wiest,Footloose ,51459,1962,Lori Singer,0.0,church|cowboy boots|dancing|high school dance|teenager,http://www.imdb.com/title/tt0087277/?ref_=fn_tt_tt_1,113.0,English,USA,PG,8200000.0,1984.0,455.0,6.5,1.85,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2029,Color,Bonnie Hunt,106.0,115.0,597.0,597.0,Jim Belushi,893.0,32662299.0,Comedy|Drama|Romance,Minnie Driver,Return to Me ,16469,3946,Bonnie Hunt,1.0,heart|italian restaurant|restaurant|transplant|waitress,http://www.imdb.com/title/tt0122459/?ref_=fn_tt_tt_1,275.0,English,USA,PG,24000000.0,2000.0,854.0,6.9,1.85,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2043,Color,Steve Boyum,18.0,93.0,9.0,254.0,M.C. Gainey,23000.0,4308981.0,Comedy|Family,Paul Walker,Meet the Deedles ,2265,24436,A.J. Langer,2.0,accidental kiss|eating a worm|park|worm|yellowstone national park,http://www.imdb.com/title/tt0120645/?ref_=fn_tt_tt_1,37.0,English,USA,PG,24000000.0,1998.0,284.0,3.9,,839,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2045,Color,Mary McGuckian,16.0,120.0,6.0,382.0,F. Murray Abraham,22000.0,42880.0,Drama|Romance,Robert De Niro,The Bridge of San Luis Rey ,2919,23769,Geraldine Chaplin,3.0,bridge|friar|inquisition|peru|rope bridge,http://www.imdb.com/title/tt0356443/?ref_=fn_tt_tt_1,50.0,English,UK,PG,24000000.0,2004.0,670.0,5.1,1.85,181,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2047,Color,Hayao Miyazaki,212.0,119.0,6000.0,422.0,Blythe Danner,23000.0,4710455.0,Adventure|Animation|Family|Fantasy,Christian Bale,Howl's Moving Castle ,214091,24263,Jean Simmons,0.0,anime|castle|demon|steampunk|witch,http://www.imdb.com/title/tt0347149/?ref_=fn_tt_tt_1,330.0,Japanese,Japan,PG,24000000.0,2004.0,713.0,8.2,1.85,13000,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2051,Color,Irvin Kershner,223.0,127.0,883.0,441.0,Kenny Baker,11000.0,290158751.0,Action|Adventure|Fantasy|Sci-Fi,Harrison Ford,Star Wars: Episode V - The Empire Strikes Back ,837759,12643,Anthony Daniels,0.0,duel|famous twist|rebel|rescue|snowy landscape,http://www.imdb.com/title/tt0080684/?ref_=fn_tt_tt_1,900.0,English,USA,PG,18000000.0,1980.0,504.0,8.8,2.35,17000,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2061,Color,Jonathan Newman,28.0,100.0,3.0,88.0,Keeley Hawes,2000.0,4756.0,Adventure|Family|Fantasy,Ioan Gruffudd,The Adventurer: The Curse of the Midas Box ,4191,2450,Oliver Stark,4.0,based on novel|drowning|hanging from a flagpole|hanging from a rope|magic,http://www.imdb.com/title/tt1376213/?ref_=fn_tt_tt_1,32.0,English,UK,PG,25000000.0,2013.0,228.0,5.4,2.35,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2068,Color,Fred Durst,47.0,94.0,258.0,424.0,Dash Mihok,721.0,11508423.0,Biography|Comedy|Drama|Family|Sport,Tasha Smith,The Longshots ,3174,2453,Garrett Morris,2.0,absent father|american football|based on true story|middle school,http://www.imdb.com/title/tt1091751/?ref_=fn_tt_tt_1,19.0,English,USA,PG,23000000.0,2008.0,463.0,5.1,2.35,376,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
2079,Color,Mel Brooks,103.0,96.0,0.0,542.0,Dick Van Patten,1000.0,38119483.0,Adventure|Comedy|Sci-Fi,Joan Rivers,Spaceballs ,136667,2936,Michael Winslow,2.0,parody|planet enclosed within shield|sci fi spoof|self referential|winnebago,http://www.imdb.com/title/tt0094012/?ref_=fn_tt_tt_1,273.0,English,USA,PG,22700000.0,1987.0,605.0,7.1,1.85,13000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2083,Color,John Pasquin,64.0,97.0,11.0,595.0,Eric Lloyd,901.0,144833357.0,Comedy|Drama|Family|Fantasy,Judge Reinhold,The Santa Clause ,64742,2790,Peter Boyle,0.0,1990s|christmas|christmas eve|sleigh|surrealism,http://www.imdb.com/title/tt0111070/?ref_=fn_tt_tt_1,111.0,English,USA,PG,22000000.0,1994.0,775.0,6.4,1.85,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2085,Color,Andy Fickman,112.0,110.0,99.0,835.0,Kyra Sedgwick,12000.0,90636983.0,Comedy|Family|Sport,Dwayne Johnson,The Game Plan ,44021,15170,Madison Pettis,0.0,family relationships|football movie|publicist|sports team|tween girl,http://www.imdb.com/title/tt0492956/?ref_=fn_tt_tt_1,83.0,English,USA,PG,22000000.0,2007.0,941.0,6.2,2.35,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2088, Black and White,Richard Attenborough,95.0,240.0,0.0,249.0,Amrish Puri,545.0,,Biography|Drama|History,Candice Bergen,Gandhi ,171726,1943,John Gielgud,0.0,british|india|indian|muslim|pakistan,http://www.imdb.com/title/tt0083987/?ref_=fn_tt_tt_1,256.0,English,UK,PG,22000000.0,1982.0,429.0,8.1,2.35,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2089,Color,Lasse Hallström,180.0,122.0,529.0,171.0,Charlotte Le Bon,820.0,54235441.0,Comedy|Drama,Manish Dayal,The Hundred-Foot Journey ,52894,1484,Juhi Chawla,3.0,chef|haute cuisine|indian cuisine|michelin guide|restaurant,http://www.imdb.com/title/tt2980648/?ref_=fn_tt_tt_1,185.0,English,USA,PG,22000000.0,2014.0,201.0,7.3,2.35,55000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2096,Color,Richard Attenborough,23.0,115.0,0.0,266.0,James Frain,12000.0,25842000.0,Biography|Drama|Romance,Anthony Hopkins,Shadowlands ,13455,13619,Julian Fellowes,0.0,author|book|england|friend|oxford,http://www.imdb.com/title/tt0108101/?ref_=fn_tt_tt_1,87.0,English,UK,PG,22000000.0,1993.0,1000.0,7.4,2.35,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2102,Color,David Bowers,88.0,94.0,42.0,517.0,Rachael Harris,975.0,49002815.0,Comedy|Family,Zachary Gordon,Diary of a Wimpy Kid: Dog Days ,15665,3153,Karan Brar,2.0,best friend|camping|country club|no opening credits|summer vacation,http://www.imdb.com/title/tt2023453/?ref_=fn_tt_tt_1,35.0,English,USA,PG,22000000.0,2012.0,569.0,6.4,2.35,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2110,Color,Uli Edel,38.0,95.0,34.0,368.0,Jim Carter,554.0,13555988.0,Adventure|Comedy|Family|Fantasy,Richard E. Grant,The Little Vampire ,7242,2216,Alice Krige,1.0,boy|pushed off a cliff|rat|secret passage|vampire,http://www.imdb.com/title/tt0192255/?ref_=fn_tt_tt_1,38.0,English,Germany,PG,22000000.0,2000.0,439.0,5.7,1.85,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2115,Color,Hugh Wilson,41.0,77.0,37.0,795.0,Alex Rocco,3000.0,9694105.0,Comedy|Family|Romance,Brendan Fraser,Dudley Do-Right ,8176,5568,Eric Idle,0.0,gold|gold rush|mirror|police officer|singer,http://www.imdb.com/title/tt0160236/?ref_=fn_tt_tt_1,77.0,English,USA,PG,22000000.0,1999.0,968.0,3.8,2.35,272,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2123,Color,William Friedkin,84.0,92.0,607.0,35.0,Joe Spinell,813.0,,Adventure|Drama|Thriller,Roy Scheider,Sorcerer ,9513,1011,Amidou,0.0,fire|jungle|money|oil drilling|truck,http://www.imdb.com/title/tt0076740/?ref_=fn_tt_tt_1,116.0,English,USA,PG,12000000.0,1977.0,85.0,7.7,1.85,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2130,Color,Juan José Campanella,82.0,106.0,195.0,0.0,Diego Ramos,20.0,,Adventure|Animation|Family|Sport,Pablo Rago,Underdogs ,6920,30,Gabriel Almirón,4.0,funfair|luna park|table football|toy comes to life|wig,http://www.imdb.com/title/tt1634003/?ref_=fn_tt_tt_1,22.0,Spanish,Spain,PG,22000000.0,2013.0,10.0,6.7,2.35,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2132,Color,Clint Eastwood,43.0,136.0,16000.0,216.0,Warren Clarke,16000.0,46700000.0,Action|Adventure|Thriller,Clint Eastwood,Firefox ,19832,16805,Kenneth Colley,1.0,fighter plane|jet fighter|refueling|russia|soviet union,http://www.imdb.com/title/tt0083943/?ref_=fn_tt_tt_1,98.0,English,USA,PG,21000000.0,1982.0,281.0,5.9,2.35,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2135,Color,Stuart Gillard,60.0,96.0,8.0,199.0,John Aylward,533.0,42660000.0,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,Paige Turco,Teenage Mutant Ninja Turtles III ,25086,1254,Matt Hill,0.0,battle|japan|magic|samurai|turtle,http://www.imdb.com/title/tt0108308/?ref_=fn_tt_tt_1,87.0,English,USA,PG,17000000.0,1993.0,219.0,4.8,1.85,1000,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2152,Color,Steven Spielberg,234.0,115.0,14000.0,488.0,Karen Allen,11000.0,242374454.0,Action|Adventure,Harrison Ford,Raiders of the Lost Ark ,661017,12906,William Hootkins,1.0,archeological dig|archeologist|ark of the covenant|egypt|nazi,http://www.imdb.com/title/tt0082971/?ref_=fn_tt_tt_1,771.0,English,USA,PG,18000000.0,1981.0,783.0,8.5,2.35,16000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2153,Color,Chris Columbus,37.0,120.0,0.0,1000.0,Kieran Culkin,3000.0,173585516.0,Adventure|Comedy|Family,Macaulay Culkin,Home Alone 2: Lost in New York ,200077,7860,Devin Ratray,2.0,airport|christmas|florida|new york city|toy store,http://www.imdb.com/title/tt0104431/?ref_=fn_tt_tt_1,189.0,English,USA,PG,18000000.0,1992.0,1000.0,6.6,1.85,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2154,Color,Steven Spielberg,171.0,135.0,14000.0,252.0,Teri Garr,559.0,128300000.0,Drama|Sci-Fi,Bob Balaban,Close Encounters of the Third Kind ,139288,1591,Melinda Dillon,0.0,alien|close encounter of the third kind|mothership|ufo|vision,http://www.imdb.com/title/tt0075860/?ref_=fn_tt_tt_1,339.0,English,USA,PG,19400870.0,1977.0,481.0,7.7,2.35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2161,Color,Jeannot Szwarc,75.0,131.0,82.0,85.0,Murray Hamilton,813.0,102922376.0,Adventure|Horror|Thriller,Roy Scheider,Jaws 2 ,51314,1520,Joseph Mascolo,0.0,great white shark|island|mayor|police chief|shark,http://www.imdb.com/title/tt0077766/?ref_=fn_tt_tt_1,265.0,English,USA,PG,20000000.0,1978.0,366.0,5.7,2.35,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2162,Color,Raja Gosnell,100.0,91.0,67.0,597.0,Nick Zano,2000.0,94497271.0,Adventure|Comedy|Drama|Family|Romance,Jamie Lee Curtis,Beverly Hills Chihuahua ,17829,4729,Ali Hillis,1.0,chihuahua|german shepherd|mexico|potted plant|tijuana mexico,http://www.imdb.com/title/tt1014775/?ref_=fn_tt_tt_1,99.0,English,USA,PG,20000000.0,2008.0,641.0,3.7,2.35,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2164,Color,Brian Levant,75.0,95.0,32.0,563.0,Tracy Morgan,826.0,82301521.0,Adventure|Comedy|Family|Romance,Nia Long,Are We There Yet? ,22679,3558,Jay Mohr,2.0,car fire|children|cockroach|independent film|new year,http://www.imdb.com/title/tt0368578/?ref_=fn_tt_tt_1,149.0,English,USA,PG,32000000.0,2005.0,642.0,4.6,1.85,773,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2172, Black and White,Andrew Davis,106.0,117.0,99.0,165.0,Zane Holtz,596.0,67325559.0,Adventure|Comedy|Drama|Family|Mystery,Tim Blake Nelson,Holes ,58222,1293,Ski Carr,0.0,bad luck|camp|curse|digging|hole,http://www.imdb.com/title/tt0311289/?ref_=fn_tt_tt_1,331.0,English,USA,PG,20000000.0,2003.0,265.0,7.1,1.85,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2173,Color,Julie Anne Robinson,123.0,107.0,30.0,318.0,Bobby Coleman,742.0,62933793.0,Drama|Family|Music|Romance,Kelly Preston,The Last Song ,62421,2341,Melissa Ordway,1.0,beach|fire|love|pianist|summer,http://www.imdb.com/title/tt1294226/?ref_=fn_tt_tt_1,185.0,English,USA,PG,20000000.0,2010.0,360.0,5.8,2.35,10000,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2190,Color,Boaz Yakin,61.0,111.0,132.0,455.0,Joseph Julian Soria,1000.0,42652003.0,Adventure|Family,Jay Hernandez,Max ,18915,2851,Edgar Arreola,0.0,afghanistan|death of marine|dog|dog adoption|man dog relationship,http://www.imdb.com/title/tt3369806/?ref_=fn_tt_tt_1,87.0,English,USA,PG,20000000.0,2015.0,465.0,6.8,2.35,33000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2198,Color,Peter Hewitt,43.0,93.0,12.0,636.0,George Carlin,18000.0,38037513.0,Adventure|Comedy|Fantasy|Music|Sci-Fi,Keanu Reeves,Bill & Ted's Bogus Journey ,49680,20188,Alex Winter,2.0,battle of the bands|bill and ted|heaven|hell|robot,http://www.imdb.com/title/tt0101452/?ref_=fn_tt_tt_1,117.0,English,USA,PG,20000000.0,1991.0,769.0,6.2,1.85,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2200,Color,Gary Nelson,90.0,98.0,20.0,160.0,Maximilian Schell,889.0,,Action|Sci-Fi,Robert Forster,The Black Hole ,18481,2110,Yvette Mimieux,0.0,black hole|escape|palomino|robot|scientist,http://www.imdb.com/title/tt0078869/?ref_=fn_tt_tt_1,230.0,English,USA,PG,20000000.0,1979.0,877.0,5.9,2.35,4000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2202,Color,Gregory Nava,37.0,127.0,16.0,399.0,Constance Marie,565.0,35422828.0,Biography|Drama|Music,Jon Seda,Selena ,19126,1735,Jacob Vargas,1.0,latin music|marriage|on tour|singer|tejano,http://www.imdb.com/title/tt0120094/?ref_=fn_tt_tt_1,155.0,English,USA,PG,20000000.0,1997.0,441.0,6.7,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
2224,Color,Andy Fickman,91.0,105.0,99.0,518.0,James Wolk,2000.0,25677801.0,Comedy|Family|Romance,Jamie Lee Curtis,You Again ,41273,4813,Christine Lakin,6.0,dancing|dog|flight|hostility|travel,http://www.imdb.com/title/tt1414382/?ref_=fn_tt_tt_1,136.0,English,USA,PG,20000000.0,2010.0,938.0,5.8,2.35,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2227,Color,Andrew Fleming,93.0,99.0,26.0,650.0,Laura Harring,720.0,25584685.0,Comedy|Crime|Family|Mystery|Romance|Thriller,Kay Panabaker,Nancy Drew ,15877,3327,Tate Donovan,5.0,chase|clue|detective|movie star|murder,http://www.imdb.com/title/tt0479500/?ref_=fn_tt_tt_1,102.0,English,USA,PG,20000000.0,2007.0,669.0,5.9,2.35,590,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2230,Color,Thomas Bezucha,94.0,109.0,15.0,350.0,Luke Bracey,3000.0,23179303.0,Adventure|Comedy|Family|Romance,Leighton Meester,Monte Carlo ,32951,4257,Brett Cullen,3.0,cell phone|hotel|misunderstanding|monte carlo|young woman,http://www.imdb.com/title/tt1067774/?ref_=fn_tt_tt_1,44.0,English,Hungary,PG,20000000.0,2011.0,775.0,5.8,1.85,6000,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2233,Color,Anthony Bell,84.0,90.0,0.0,518.0,Larry Miller,681.0,25077977.0,Adventure|Animation|Comedy|Family|Romance,Kevin Sussman,Alpha and Omega ,10986,2486,Christine Lakin,0.0,arranged marriage|geese|idaho|national park|park,http://www.imdb.com/title/tt1213012/?ref_=fn_tt_tt_1,84.0,English,USA,PG,20000000.0,2010.0,611.0,5.3,1.85,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
